 
                    =================


  WATER DEPTH= -120.000    WAVE AMPLITUDE=  0.50
  WAVE NUMBER=  1.50000  K0=  1.50000  WAVE LENGTH=   4.1888
  ANGULAR FREQU.=  3.83543   WAVE PERIOD=  1.638
  WAVE DIRECTION:  0.000  Degree

    INODE      XP       YP       ZP       S_ANGLE
   534     -0.2500     -1.0000     -0.1250       0.500000
   535     -0.2500     -1.0000     -0.2500       0.500000
   536     -0.1250     -1.0000     -0.2500       0.500000
   537     -0.5000     -1.0000     -0.1250       0.500000
   538     -0.5000     -1.0000     -0.2500       0.500000
   539     -0.3750     -1.0000     -0.2500       0.500000
   540     -0.7500     -1.0000     -0.1250       0.500000
   541     -0.7500     -1.0000     -0.2500       0.500000
   542     -0.6250     -1.0000     -0.2500       0.500000
   543     -0.8750     -1.0000     -0.2500       0.500000
   544      0.7500     -1.0000     -0.3750       0.500000
   545      0.7500     -1.0000     -0.5000       0.500000
   546      0.8750     -1.0000     -0.5000       0.500000
   547      0.5000     -1.0000     -0.3750       0.500000
   548      0.5000     -1.0000     -0.5000       0.500000
   549      0.6250     -1.0000     -0.5000       0.500000
   550      0.2500     -1.0000     -0.3750       0.500000
   551      0.2500     -1.0000     -0.5000       0.500000
   552      0.3750     -1.0000     -0.5000       0.500000
   553      0.0000     -1.0000     -0.3750       0.500000
   554      0.0000     -1.0000     -0.5000       0.500000
   555      0.1250     -1.0000     -0.5000       0.500000
   556     -0.2500     -1.0000     -0.3750       0.500000
   557     -0.2500     -1.0000     -0.5000       0.500000
   558     -0.1250     -1.0000     -0.5000       0.500000
   559     -0.5000     -1.0000     -0.3750       0.500000
   560     -0.5000     -1.0000     -0.5000       0.500000
   561     -0.3750     -1.0000     -0.5000       0.500000
   562     -0.7500     -1.0000     -0.3750       0.500000
   563     -0.7500     -1.0000     -0.5000       0.500000
   564     -0.6250     -1.0000     -0.5000       0.500000
   565     -0.8750     -1.0000     -0.5000       0.500000
   566      0.7500     -1.0000     -0.6250       0.500000
   567      0.7500     -1.0000     -0.7500       0.500000
   568      0.8750     -1.0000     -0.7500       0.500000
   569      0.5000     -1.0000     -0.6250       0.500000
   570      0.5000     -1.0000     -0.7500       0.500000
   571      0.6250     -1.0000     -0.7500       0.500000
   572      0.2500     -1.0000     -0.6250       0.500000
   573      0.2500     -1.0000     -0.7500       0.500000
   574      0.3750     -1.0000     -0.7500       0.500000
   575      0.0000     -1.0000     -0.6250       0.500000
   576      0.0000     -1.0000     -0.7500       0.500000
   577      0.1250     -1.0000     -0.7500       0.500000
   578     -0.2500     -1.0000     -0.6250       0.500000
   579     -0.2500     -1.0000     -0.7500       0.500000
   580     -0.1250     -1.0000     -0.7500       0.500000
   581     -0.5000     -1.0000     -0.6250       0.500000
   582     -0.5000     -1.0000     -0.7500       0.500000
   583     -0.3750     -1.0000     -0.7500       0.500000
   584     -0.7500     -1.0000     -0.6250       0.500000
   585     -0.7500     -1.0000     -0.7500       0.500000
   586     -0.6250     -1.0000     -0.7500       0.500000
   587     -0.8750     -1.0000     -0.7500       0.500000
   588      0.7500     -1.0000     -0.8750       0.500000
   589      0.7500     -1.0000     -1.0000       0.250000
   590      0.8750     -1.0000     -1.0000       0.250000
   591      0.5000     -1.0000     -0.8750       0.500000
   592      0.5000     -1.0000     -1.0000       0.250000
   593      0.6250     -1.0000     -1.0000       0.250000
   594      0.2500     -1.0000     -0.8750       0.500000
   595      0.2500     -1.0000     -1.0000       0.250000
   596      0.3750     -1.0000     -1.0000       0.250000
   597      0.0000     -1.0000     -0.8750       0.500000
   598      0.0000     -1.0000     -1.0000       0.250000
   599      0.1250     -1.0000     -1.0000       0.250000
   600     -0.2500     -1.0000     -0.8750       0.500000
   601     -0.2500     -1.0000     -1.0000       0.250000
   602     -0.1250     -1.0000     -1.0000       0.250000
   603     -0.5000     -1.0000     -0.8750       0.500000
   604     -0.5000     -1.0000     -1.0000       0.250000
   605     -0.3750     -1.0000     -1.0000       0.250000
   606     -0.7500     -1.0000     -0.8750       0.500000
   607     -0.7500     -1.0000     -1.0000       0.250000
   608     -0.6250     -1.0000     -1.0000       0.250000
   609     -0.8750     -1.0000     -1.0000       0.250000
   610      0.8750      0.7500     -1.0000       0.500000
   611      0.7500      0.7500     -1.0000       0.500000
   612      0.7500      0.8750     -1.0000       0.500000
   613      0.6250      0.7500     -1.0000       0.500000
   614      0.5000      0.7500     -1.0000       0.500000
   615      0.5000      0.8750     -1.0000       0.500000
   616      0.3750      0.7500     -1.0000       0.500000
   617      0.2500      0.7500     -1.0000       0.500000
   618      0.2500      0.8750     -1.0000       0.500000
   619      0.1250      0.7500     -1.0000       0.500000
   620      0.0000      0.7500     -1.0000       0.500000
   621      0.0000      0.8750     -1.0000       0.500000
   622     -0.1250      0.7500     -1.0000       0.500000
   623     -0.2500      0.7500     -1.0000       0.500000
   624     -0.2500      0.8750     -1.0000       0.500000
   625     -0.3750      0.7500     -1.0000       0.500000
   626     -0.5000      0.7500     -1.0000       0.500000
   627     -0.5000      0.8750     -1.0000       0.500000
   628     -0.6250      0.7500     -1.0000       0.500000
   629     -0.7500      0.7500     -1.0000       0.500000
   630     -0.7500      0.8750     -1.0000       0.500000
   631     -0.8750      0.7500     -1.0000       0.500000
   632      0.8750      0.5000     -1.0000       0.500000
   633      0.7500      0.5000     -1.0000       0.500000
   634      0.7500      0.6250     -1.0000       0.500000
   635      0.6250      0.5000     -1.0000       0.500000
   636      0.5000      0.5000     -1.0000       0.500000
   637      0.5000      0.6250     -1.0000       0.500000
   638      0.3750      0.5000     -1.0000       0.500000
   639      0.2500      0.5000     -1.0000       0.500000
   640      0.2500      0.6250     -1.0000       0.500000
   641      0.1250      0.5000     -1.0000       0.500000
   642      0.0000      0.5000     -1.0000       0.500000
   643      0.0000      0.6250     -1.0000       0.500000
   644     -0.1250      0.5000     -1.0000       0.500000
   645     -0.2500      0.5000     -1.0000       0.500000
   646     -0.2500      0.6250     -1.0000       0.500000
   647     -0.3750      0.5000     -1.0000       0.500000
   648     -0.5000      0.5000     -1.0000       0.500000
   649     -0.5000      0.6250     -1.0000       0.500000
   650     -0.6250      0.5000     -1.0000       0.500000
   651     -0.7500      0.5000     -1.0000       0.500000
   652     -0.7500      0.6250     -1.0000       0.500000
   653     -0.8750      0.5000     -1.0000       0.500000
   654      0.8750      0.2500     -1.0000       0.500000
   655      0.7500      0.2500     -1.0000       0.500000
   656      0.7500      0.3750     -1.0000       0.500000
   657      0.6250      0.2500     -1.0000       0.500000
   658      0.5000      0.2500     -1.0000       0.500000
   659      0.5000      0.3750     -1.0000       0.500000
   660      0.3750      0.2500     -1.0000       0.500000
   661      0.2500      0.2500     -1.0000       0.500000
   662      0.2500      0.3750     -1.0000       0.500000
   663      0.1250      0.2500     -1.0000       0.500000
   664      0.0000      0.2500     -1.0000       0.500000
   665      0.0000      0.3750     -1.0000       0.500000
   666     -0.1250      0.2500     -1.0000       0.500000
   667     -0.2500      0.2500     -1.0000       0.500000
   668     -0.2500      0.3750     -1.0000       0.500000
   669     -0.3750      0.2500     -1.0000       0.500000
   670     -0.5000      0.2500     -1.0000       0.500000
   671     -0.5000      0.3750     -1.0000       0.500000
   672     -0.6250      0.2500     -1.0000       0.500000
   673     -0.7500      0.2500     -1.0000       0.500000
   674     -0.7500      0.3750     -1.0000       0.500000
   675     -0.8750      0.2500     -1.0000       0.500000
   676      0.8750      0.0000     -1.0000       0.500000
   677      0.7500      0.0000     -1.0000       0.500000
   678      0.7500      0.1250     -1.0000       0.500000
   679      0.6250      0.0000     -1.0000       0.500000
   680      0.5000      0.0000     -1.0000       0.500000
   681      0.5000      0.1250     -1.0000       0.500000
   682      0.3750      0.0000     -1.0000       0.500000
   683      0.2500      0.0000     -1.0000       0.500000
   684      0.2500      0.1250     -1.0000       0.500000
   685      0.1250      0.0000     -1.0000       0.500000
   686      0.0000      0.0000     -1.0000       0.500000
   687      0.0000      0.1250     -1.0000       0.500000
   688     -0.1250      0.0000     -1.0000       0.500000
   689     -0.2500      0.0000     -1.0000       0.500000
   690     -0.2500      0.1250     -1.0000       0.500000
   691     -0.3750      0.0000     -1.0000       0.500000
   692     -0.5000      0.0000     -1.0000       0.500000
   693     -0.5000      0.1250     -1.0000       0.500000
   694     -0.6250      0.0000     -1.0000       0.500000
   695     -0.7500      0.0000     -1.0000       0.500000
   696     -0.7500      0.1250     -1.0000       0.500000
   697     -0.8750      0.0000     -1.0000       0.500000
   698      0.8750     -0.2500     -1.0000       0.500000
   699      0.7500     -0.2500     -1.0000       0.500000
   700      0.7500     -0.1250     -1.0000       0.500000
   701      0.6250     -0.2500     -1.0000       0.500000
   702      0.5000     -0.2500     -1.0000       0.500000
   703      0.5000     -0.1250     -1.0000       0.500000
   704      0.3750     -0.2500     -1.0000       0.500000
   705      0.2500     -0.2500     -1.0000       0.500000
   706      0.2500     -0.1250     -1.0000       0.500000
   707      0.1250     -0.2500     -1.0000       0.500000
   708      0.0000     -0.2500     -1.0000       0.500000
   709      0.0000     -0.1250     -1.0000       0.500000
   710     -0.1250     -0.2500     -1.0000       0.500000
   711     -0.2500     -0.2500     -1.0000       0.500000
   712     -0.2500     -0.1250     -1.0000       0.500000
   713     -0.3750     -0.2500     -1.0000       0.500000
   714     -0.5000     -0.2500     -1.0000       0.500000
   715     -0.5000     -0.1250     -1.0000       0.500000
   716     -0.6250     -0.2500     -1.0000       0.500000
   717     -0.7500     -0.2500     -1.0000       0.500000
   718     -0.7500     -0.1250     -1.0000       0.500000
   719     -0.8750     -0.2500     -1.0000       0.500000
   720      0.8750     -0.5000     -1.0000       0.500000
   721      0.7500     -0.5000     -1.0000       0.500000
   722      0.7500     -0.3750     -1.0000       0.500000
   723      0.6250     -0.5000     -1.0000       0.500000
   724      0.5000     -0.5000     -1.0000       0.500000
   725      0.5000     -0.3750     -1.0000       0.500000
   726      0.3750     -0.5000     -1.0000       0.500000
   727      0.2500     -0.5000     -1.0000       0.500000
   728      0.2500     -0.3750     -1.0000       0.500000
   729      0.1250     -0.5000     -1.0000       0.500000
   730      0.0000     -0.5000     -1.0000       0.500000
   731      0.0000     -0.3750     -1.0000       0.500000
   732     -0.1250     -0.5000     -1.0000       0.500000
   733     -0.2500     -0.5000     -1.0000       0.500000
   734     -0.2500     -0.3750     -1.0000       0.500000
   735     -0.3750     -0.5000     -1.0000       0.500000
   736     -0.5000     -0.5000     -1.0000       0.500000
   737     -0.5000     -0.3750     -1.0000       0.500000
   738     -0.6250     -0.5000     -1.0000       0.500000
   739     -0.7500     -0.5000     -1.0000       0.500000
   740     -0.7500     -0.3750     -1.0000       0.500000
   741     -0.8750     -0.5000     -1.0000       0.500000
   742      0.8750     -0.7500     -1.0000       0.500000
   743      0.7500     -0.7500     -1.0000       0.500000
   744      0.7500     -0.6250     -1.0000       0.500000
   745      0.6250     -0.7500     -1.0000       0.500000
   746      0.5000     -0.7500     -1.0000       0.500000
   747      0.5000     -0.6250     -1.0000       0.500000
   748      0.3750     -0.7500     -1.0000       0.500000
   749      0.2500     -0.7500     -1.0000       0.500000
   750      0.2500     -0.6250     -1.0000       0.500000
   751      0.1250     -0.7500     -1.0000       0.500000
   752      0.0000     -0.7500     -1.0000       0.500000
   753      0.0000     -0.6250     -1.0000       0.500000
   754     -0.1250     -0.7500     -1.0000       0.500000
   755     -0.2500     -0.7500     -1.0000       0.500000
   756     -0.2500     -0.6250     -1.0000       0.500000
   757     -0.3750     -0.7500     -1.0000       0.500000
   758     -0.5000     -0.7500     -1.0000       0.500000
   759     -0.5000     -0.6250     -1.0000       0.500000
   760     -0.6250     -0.7500     -1.0000       0.500000
   761     -0.7500     -0.7500     -1.0000       0.500000
   762     -0.7500     -0.6250     -1.0000       0.500000
   763     -0.8750     -0.7500     -1.0000       0.500000
   764      0.7500     -0.8750     -1.0000       0.500000
   765      0.5000     -0.8750     -1.0000       0.500000
   766      0.2500     -0.8750     -1.0000       0.500000
   767      0.0000     -0.8750     -1.0000       0.500000
   768     -0.2500     -0.8750     -1.0000       0.500000
   769     -0.5000     -0.8750     -1.0000       0.500000
   770     -0.7500     -0.8750     -1.0000       0.500000
 
   Direvative of potential on the upper surface
     INODE     XP      YP     ZP     Unkn    DPDZ
    1      1.000000      1.000000      0.000000      1.904012      1.912910
    2      0.875000      1.000000      0.000000      1.855068      1.854096
    3      0.750000      1.000000      0.000000      1.726197      1.730291
    4      0.750000      0.875000      0.000000      1.725158      1.730291
    5      0.750000      0.750000      0.000000      1.726688      1.730291
    6      0.875000      0.750000      0.000000      1.855422      1.854096
    7      1.000000      0.750000      0.000000      1.904837      1.912910
    8      1.000000      0.875000      0.000000      1.904095      1.912910
    9      0.625000      1.000000      0.000000      1.545331      1.545833
   10      0.500000      1.000000      0.000000      1.303631      1.307188
   11      0.500000      0.875000      0.000000      1.301854      1.307188
   12      0.500000      0.750000      0.000000      1.304084      1.307188
   13      0.625000      0.750000      0.000000      1.545799      1.545833
   14      0.375000      1.000000      0.000000      1.022000      1.022722
   15      0.250000      1.000000      0.000000      0.700437      0.702406
   16      0.250000      0.875000      0.000000      0.699200      0.702406
   17      0.250000      0.750000      0.000000      0.700704      0.702406
   18      0.375000      0.750000      0.000000      1.022352      1.022722
   19      0.125000      1.000000      0.000000      0.357163      0.357468
   20      0.000000      1.000000      0.000000     -0.000000      0.000000
   21      0.000000      0.875000      0.000000      0.000000      0.000000
   22      0.000000      0.750000      0.000000      0.000000      0.000000
   23      0.125000      0.750000      0.000000      0.357293      0.357468
   24     -0.125000      1.000000      0.000000     -0.357163     -0.357468
   25     -0.250000      1.000000      0.000000     -0.700437     -0.702406
   26     -0.250000      0.875000      0.000000     -0.699200     -0.702406
   27     -0.250000      0.750000      0.000000     -0.700704     -0.702406
   28     -0.125000      0.750000      0.000000     -0.357293     -0.357468
   29     -0.375000      1.000000      0.000000     -1.022000     -1.022722
   30     -0.500000      1.000000      0.000000     -1.303631     -1.307188
   31     -0.500000      0.875000      0.000000     -1.301854     -1.307188
   32     -0.500000      0.750000      0.000000     -1.304084     -1.307188
   33     -0.375000      0.750000      0.000000     -1.022352     -1.022722
   34     -0.625000      1.000000      0.000000     -1.545331     -1.545833
   35     -0.750000      1.000000      0.000000     -1.726197     -1.730291
   36     -0.750000      0.875000      0.000000     -1.725158     -1.730291
   37     -0.750000      0.750000      0.000000     -1.726688     -1.730291
   38     -0.625000      0.750000      0.000000     -1.545799     -1.545833
   39     -0.875000      1.000000      0.000000     -1.855068     -1.854096
   40     -1.000000      1.000000      0.000000     -1.904012     -1.912910
   41     -1.000000      0.875000      0.000000     -1.904095     -1.912910
   42     -1.000000      0.750000      0.000000     -1.904837     -1.912910
   43     -0.875000      0.750000      0.000000     -1.855422     -1.854096
   44      0.750000      0.625000      0.000000      1.725329      1.730291
   45      0.750000      0.500000      0.000000      1.726245      1.730291
   46      0.875000      0.500000      0.000000      1.855011      1.854096
   47      1.000000      0.500000      0.000000      1.904275      1.912910
   48      1.000000      0.625000      0.000000      1.902307      1.912910
   49      0.500000      0.625000      0.000000      1.302676      1.307188
   50      0.500000      0.500000      0.000000      1.303726      1.307188
   51      0.625000      0.500000      0.000000      1.545419      1.545833
   52      0.250000      0.625000      0.000000      0.699821      0.702406
   53      0.250000      0.500000      0.000000      0.700496      0.702406
   54      0.375000      0.500000      0.000000      1.022082      1.022722
   55      0.000000      0.625000      0.000000      0.000000      0.000000
   56      0.000000      0.500000      0.000000      0.000000      0.000000
   57      0.125000      0.500000      0.000000      0.357194      0.357468
   58     -0.250000      0.625000      0.000000     -0.699821     -0.702406
   59     -0.250000      0.500000      0.000000     -0.700496     -0.702406
   60     -0.125000      0.500000      0.000000     -0.357194     -0.357468
   61     -0.500000      0.625000      0.000000     -1.302676     -1.307188
   62     -0.500000      0.500000      0.000000     -1.303726     -1.307188
   63     -0.375000      0.500000      0.000000     -1.022082     -1.022722
   64     -0.750000      0.625000      0.000000     -1.725329     -1.730291
   65     -0.750000      0.500000      0.000000     -1.726245     -1.730291
   66     -0.625000      0.500000      0.000000     -1.545419     -1.545833
   67     -1.000000      0.625000      0.000000     -1.902307     -1.912910
   68     -1.000000      0.500000      0.000000     -1.904275     -1.912910
   69     -0.875000      0.500000      0.000000     -1.855011     -1.854096
   70      0.750000      0.375000      0.000000      1.725152      1.730291
   71      0.750000      0.250000      0.000000      1.726164      1.730291
   72      0.875000      0.250000      0.000000      1.854964      1.854096
   73      1.000000      0.250000      0.000000      1.904136      1.912910
   74      1.000000      0.375000      0.000000      1.902042      1.912910
   75      0.500000      0.375000      0.000000      1.302531      1.307188
   76      0.500000      0.250000      0.000000      1.303652      1.307188
   77      0.625000      0.250000      0.000000      1.545336      1.545833
   78      0.250000      0.375000      0.000000      0.699740      0.702406
   79      0.250000      0.250000      0.000000      0.700456      0.702406
   80      0.375000      0.250000      0.000000      1.022024      1.022722
   81      0.000000      0.375000      0.000000      0.000000      0.000000
   82      0.000000      0.250000      0.000000     -0.000000      0.000000
   83      0.125000      0.250000      0.000000      0.357173      0.357468
   84     -0.250000      0.375000      0.000000     -0.699740     -0.702406
   85     -0.250000      0.250000      0.000000     -0.700456     -0.702406
   86     -0.125000      0.250000      0.000000     -0.357173     -0.357468
   87     -0.500000      0.375000      0.000000     -1.302531     -1.307188
   88     -0.500000      0.250000      0.000000     -1.303652     -1.307188
   89     -0.375000      0.250000      0.000000     -1.022024     -1.022722
   90     -0.750000      0.375000      0.000000     -1.725152     -1.730291
   91     -0.750000      0.250000      0.000000     -1.726164     -1.730291
   92     -0.625000      0.250000      0.000000     -1.545336     -1.545833
   93     -1.000000      0.375000      0.000000     -1.902042     -1.912910
   94     -1.000000      0.250000      0.000000     -1.904136     -1.912910
   95     -0.875000      0.250000      0.000000     -1.854964     -1.854096
   96      0.750000      0.125000      0.000000      1.725114      1.730291
   97      0.750000      0.000000      0.000000      1.726148      1.730291
   98      0.875000      0.000000      0.000000      1.854959      1.854096
   99      1.000000      0.000000      0.000000      1.904104      1.912910
  100      1.000000      0.125000      0.000000      1.901969      1.912910
  101      0.500000      0.125000      0.000000      1.302494      1.307188
  102      0.500000      0.000000      0.000000      1.303636      1.307188
  103      0.625000      0.000000      0.000000      1.545319      1.545833
  104      0.250000      0.125000      0.000000      0.699719      0.702406
  105      0.250000      0.000000      0.000000      0.700446      0.702406
  106      0.375000      0.000000      0.000000      1.022011      1.022722
  107      0.000000      0.125000      0.000000      0.000000      0.000000
  108      0.000000      0.000000      0.000000      0.000000      0.000000
  109      0.125000      0.000000      0.000000      0.357168      0.357468
  110     -0.250000      0.125000      0.000000     -0.699719     -0.702406
  111     -0.250000      0.000000      0.000000     -0.700446     -0.702406
  112     -0.125000      0.000000      0.000000     -0.357168     -0.357468
  113     -0.500000      0.125000      0.000000     -1.302494     -1.307188
  114     -0.500000      0.000000      0.000000     -1.303636     -1.307188
  115     -0.375000      0.000000      0.000000     -1.022011     -1.022722
  116     -0.750000      0.125000      0.000000     -1.725114     -1.730291
  117     -0.750000      0.000000      0.000000     -1.726148     -1.730291
  118     -0.625000      0.000000      0.000000     -1.545319     -1.545833
  119     -1.000000      0.125000      0.000000     -1.901969     -1.912910
  120     -1.000000      0.000000      0.000000     -1.904104     -1.912910
  121     -0.875000      0.000000      0.000000     -1.854959     -1.854096
  122      0.750000     -0.125000      0.000000      1.725114      1.730291
  123      0.750000     -0.250000      0.000000      1.726164      1.730291
  124      0.875000     -0.250000      0.000000      1.854964      1.854096
  125      1.000000     -0.250000      0.000000      1.904136      1.912910
  126      1.000000     -0.125000      0.000000      1.901969      1.912910
  127      0.500000     -0.125000      0.000000      1.302494      1.307188
  128      0.500000     -0.250000      0.000000      1.303652      1.307188
  129      0.625000     -0.250000      0.000000      1.545336      1.545833
  130      0.250000     -0.125000      0.000000      0.699719      0.702406
  131      0.250000     -0.250000      0.000000      0.700456      0.702406
  132      0.375000     -0.250000      0.000000      1.022024      1.022722
  133      0.000000     -0.125000      0.000000      0.000000      0.000000
  134      0.000000     -0.250000      0.000000     -0.000000      0.000000
  135      0.125000     -0.250000      0.000000      0.357173      0.357468
  136     -0.250000     -0.125000      0.000000     -0.699719     -0.702406
  137     -0.250000     -0.250000      0.000000     -0.700456     -0.702406
  138     -0.125000     -0.250000      0.000000     -0.357173     -0.357468
  139     -0.500000     -0.125000      0.000000     -1.302494     -1.307188
  140     -0.500000     -0.250000      0.000000     -1.303652     -1.307188
  141     -0.375000     -0.250000      0.000000     -1.022024     -1.022722
  142     -0.750000     -0.125000      0.000000     -1.725114     -1.730291
  143     -0.750000     -0.250000      0.000000     -1.726164     -1.730291
  144     -0.625000     -0.250000      0.000000     -1.545336     -1.545833
  145     -1.000000     -0.125000      0.000000     -1.901969     -1.912910
  146     -1.000000     -0.250000      0.000000     -1.904136     -1.912910
  147     -0.875000     -0.250000      0.000000     -1.854964     -1.854096
  148      0.750000     -0.375000      0.000000      1.725152      1.730291
  149      0.750000     -0.500000      0.000000      1.726245      1.730291
  150      0.875000     -0.500000      0.000000      1.855011      1.854096
  151      1.000000     -0.500000      0.000000      1.904275      1.912910
  152      1.000000     -0.375000      0.000000      1.902042      1.912910
  153      0.500000     -0.375000      0.000000      1.302531      1.307188
  154      0.500000     -0.500000      0.000000      1.303726      1.307188
  155      0.625000     -0.500000      0.000000      1.545419      1.545833
  156      0.250000     -0.375000      0.000000      0.699740      0.702406
  157      0.250000     -0.500000      0.000000      0.700496      0.702406
  158      0.375000     -0.500000      0.000000      1.022082      1.022722
  159      0.000000     -0.375000      0.000000      0.000000      0.000000
  160      0.000000     -0.500000      0.000000     -0.000000      0.000000
  161      0.125000     -0.500000      0.000000      0.357194      0.357468
  162     -0.250000     -0.375000      0.000000     -0.699740     -0.702406
  163     -0.250000     -0.500000      0.000000     -0.700496     -0.702406
  164     -0.125000     -0.500000      0.000000     -0.357194     -0.357468
  165     -0.500000     -0.375000      0.000000     -1.302531     -1.307188
  166     -0.500000     -0.500000      0.000000     -1.303726     -1.307188
  167     -0.375000     -0.500000      0.000000     -1.022082     -1.022722
  168     -0.750000     -0.375000      0.000000     -1.725152     -1.730291
  169     -0.750000     -0.500000      0.000000     -1.726245     -1.730291
  170     -0.625000     -0.500000      0.000000     -1.545419     -1.545833
  171     -1.000000     -0.375000      0.000000     -1.902042     -1.912910
  172     -1.000000     -0.500000      0.000000     -1.904275     -1.912910
  173     -0.875000     -0.500000      0.000000     -1.855011     -1.854096
  174      0.750000     -0.625000      0.000000      1.725329      1.730291
  175      0.750000     -0.750000      0.000000      1.726688      1.730291
  176      0.875000     -0.750000      0.000000      1.855422      1.854096
  177      1.000000     -0.750000      0.000000      1.904837      1.912910
  178      1.000000     -0.625000      0.000000      1.902307      1.912910
  179      0.500000     -0.625000      0.000000      1.302676      1.307188
  180      0.500000     -0.750000      0.000000      1.304084      1.307188
  181      0.625000     -0.750000      0.000000      1.545799      1.545833
  182      0.250000     -0.625000      0.000000      0.699821      0.702406
  183      0.250000     -0.750000      0.000000      0.700704      0.702406
  184      0.375000     -0.750000      0.000000      1.022352      1.022722
  185      0.000000     -0.625000      0.000000      0.000000      0.000000
  186      0.000000     -0.750000      0.000000      0.000000      0.000000
  187      0.125000     -0.750000      0.000000      0.357293      0.357468
  188     -0.250000     -0.625000      0.000000     -0.699821     -0.702406
  189     -0.250000     -0.750000      0.000000     -0.700704     -0.702406
  190     -0.125000     -0.750000      0.000000     -0.357293     -0.357468
  191     -0.500000     -0.625000      0.000000     -1.302676     -1.307188
  192     -0.500000     -0.750000      0.000000     -1.304084     -1.307188
  193     -0.375000     -0.750000      0.000000     -1.022352     -1.022722
  194     -0.750000     -0.625000      0.000000     -1.725329     -1.730291
  195     -0.750000     -0.750000      0.000000     -1.726688     -1.730291
  196     -0.625000     -0.750000      0.000000     -1.545799     -1.545833
  197     -1.000000     -0.625000      0.000000     -1.902307     -1.912910
  198     -1.000000     -0.750000      0.000000     -1.904837     -1.912910
  199     -0.875000     -0.750000      0.000000     -1.855422     -1.854096
  200      0.750000     -0.875000      0.000000      1.725158      1.730291
  201      0.750000     -1.000000      0.000000      1.726197      1.730291
  202      0.875000     -1.000000      0.000000      1.855068      1.854096
  203      1.000000     -1.000000      0.000000      1.904012      1.912910
  204      1.000000     -0.875000      0.000000      1.904095      1.912910
  205      0.500000     -0.875000      0.000000      1.301854      1.307188
  206      0.500000     -1.000000      0.000000      1.303631      1.307188
  207      0.625000     -1.000000      0.000000      1.545331      1.545833
  208      0.250000     -0.875000      0.000000      0.699200      0.702406
  209      0.250000     -1.000000      0.000000      0.700437      0.702406
  210      0.375000     -1.000000      0.000000      1.022000      1.022722
  211      0.000000     -0.875000      0.000000      0.000000      0.000000
  212      0.000000     -1.000000      0.000000      0.000000      0.000000
  213      0.125000     -1.000000      0.000000      0.357163      0.357468
  214     -0.250000     -0.875000      0.000000     -0.699200     -0.702406
  215     -0.250000     -1.000000      0.000000     -0.700437     -0.702406
  216     -0.125000     -1.000000      0.000000     -0.357163     -0.357468
  217     -0.500000     -0.875000      0.000000     -1.301854     -1.307188
  218     -0.500000     -1.000000      0.000000     -1.303631     -1.307188
  219     -0.375000     -1.000000      0.000000     -1.022000     -1.022722
  220     -0.750000     -0.875000      0.000000     -1.725158     -1.730291
  221     -0.750000     -1.000000      0.000000     -1.726197     -1.730291
  222     -0.625000     -1.000000      0.000000     -1.545331     -1.545833
  223     -1.000000     -0.875000      0.000000     -1.904095     -1.912910
  224     -1.000000     -1.000000      0.000000     -1.904012     -1.912910
  225     -0.875000     -1.000000      0.000000     -1.855068     -1.854096
 
   Potential on the body surface
     INODE     XP      YP     ZP     Unkn    POXY
  226      1.000000      0.750000     -0.125000      1.056134      1.057239
  227      1.000000      0.750000     -0.250000      0.875805      0.876482
  228      1.000000      0.875000     -0.250000      0.875525      0.876482
  229      1.000000      1.000000     -0.250000      0.875770      0.876482
  230      1.000000      1.000000     -0.125000      1.056063      1.057239
  231      1.000000      0.500000     -0.125000      1.056095      1.057239
  232      1.000000      0.500000     -0.250000      0.875805      0.876482
  233      1.000000      0.625000     -0.250000      0.875803      0.876482
  234      1.000000      0.250000     -0.125000      1.056069      1.057239
  235      1.000000      0.250000     -0.250000      0.875792      0.876482
  236      1.000000      0.375000     -0.250000      0.875791      0.876482
  237      1.000000      0.000000     -0.125000      1.056061      1.057239
  238      1.000000      0.000000     -0.250000      0.875787      0.876482
  239      1.000000      0.125000     -0.250000      0.875782      0.876482
  240      1.000000     -0.250000     -0.125000      1.056069      1.057239
  241      1.000000     -0.250000     -0.250000      0.875792      0.876482
  242      1.000000     -0.125000     -0.250000      0.875782      0.876482
  243      1.000000     -0.500000     -0.125000      1.056095      1.057239
  244      1.000000     -0.500000     -0.250000      0.875805      0.876482
  245      1.000000     -0.375000     -0.250000      0.875791      0.876482
  246      1.000000     -0.750000     -0.125000      1.056134      1.057239
  247      1.000000     -0.750000     -0.250000      0.875805      0.876482
  248      1.000000     -0.625000     -0.250000      0.875803      0.876482
  249      1.000000     -1.000000     -0.125000      1.056063      1.057239
  250      1.000000     -1.000000     -0.250000      0.875770      0.876482
  251      1.000000     -0.875000     -0.250000      0.875525      0.876482
  252      1.000000      0.750000     -0.375000      0.726014      0.726629
  253      1.000000      0.750000     -0.500000      0.601841      0.602396
  254      1.000000      0.875000     -0.500000      0.601660      0.602396
  255      1.000000      1.000000     -0.500000      0.601833      0.602396
  256      1.000000      1.000000     -0.375000      0.725999      0.726629
  257      1.000000      0.500000     -0.375000      0.726029      0.726629
  258      1.000000      0.500000     -0.500000      0.601858      0.602396
  259      1.000000      0.625000     -0.500000      0.601851      0.602396
  260      1.000000      0.250000     -0.375000      0.726027      0.726629
  261      1.000000      0.250000     -0.500000      0.601862      0.602396
  262      1.000000      0.375000     -0.500000      0.601860      0.602396
